,abstract_id,line_id,abstract_text,line_number,total_lines,current_line,target
164,34455227,34455227_14_26,This meta-analysis aimed to investigate the efficacy and safety of poly (adenosine diphosphate-ribose) polymerase (PARP) inhibitors in BRCA-mutated advanced breast cancer patients comprehensively.,14,26,14_26,OBJECTIVE:
165,34455227,34455227_15_26,"We conducted a systematic literature research through PubMed, the Cochrane Central Register of Controlled Trials (CENTRAL), Embase, China National Knowledge Infrastructure (CNKI), wanfang, China Biology Medicine disc (CBMdisc), and ClinicalTrials.gov from inception to January 2021.",15,26,15_26,METHODS:
166,34455227,34455227_18_26,"1706 studies were retrieved in total, and 4 RCTs with 1540 patients were eligible for meta-analysis finally.",18,26,18_26,RESULTS:
167,36119468,36119468_8_21,"Researchers have demonstrated that the combined use of taxanes and chemotherapy drugs, especially paclitaxel-based treatment, appeared to clinically benefit on advanced triple negative breast cancer (TNBC).",8,21,8_21,BACKGROUND:
168,36119468,36119468_10_21,"From 1991 to June 2022, seven databases (PubMed, Web of Science, Cochrane Library, Embase VIP, Wanfang, and CNKI databases) were comprehensively searched with no restricted language and region.",10,21,10_21,METHODS:
169,36119468,36119468_13_21,"Twenty-six RCTs with a total of 8,236 advanced TNBC patients were included.",13,21,13_21,RESULTS:
170,36119468,36119468_17_21,"Taxanes-based combination therapy is evidently effective and well-tolerated in advanced TNBC, indicating that it might be a recommended option for treating advanced TNBC patients to some extent.",17,21,17_21,CONCLUSIONS:
171,27002934,27002934_20_35,Rucaparib is an orally available potent selective small-molecule inhibitor of poly(ADP-ribose) polymerase (PARP) 1 and 2.,20,35,20_35,BACKGROUND:
172,27002934,27002934_23_35,"Phase II, open-label, multicentre trial of rucaparib in proven BRCA-1/2 mutation carriers with advanced breast and or ovarian cancer, WHO PS 0-1 and normal organ function.",23,35,23_35,METHODS:
173,27002934,27002934_26_35,"Rucaparib was well tolerated in patients up to doses of 480 mg per day and is a potent inhibitor of PARP, with sustained inhibition ⩾24 h after single doses.",26,35,26_35,RESULTS:
174,27002934,27002934_31_35,Rucaparib is well tolerated and results in high levels of PARP inhibition in surrogate tissues even at the lowest dose levels.,31,35,31_35,CONCLUSIONS:
175,22450930,22450930_7_20,"subtype of invasive ductal carcinoma of the breast, expresses androgen receptor (AR), but often lacks estrogen receptor (ER) and progesterone receptor (PgR).",7,20,7_20,OBJECTIVE:
176,22450930,22450930_9_20,"Four hundred and forty breast cancers from 429 cases were immunostained for estrogen receptor, progesterone receptor, androgen receptor, human epidermal growth factor receptor type 2 (HER2), p53, Ki-67 and epidermal growth factor receptor.",9,20,9_20,METHODS:
177,22450930,22450930_11_20,"Of 91 estrogen receptor-negative invasive ductal carcinomas, 44 (48%) belonged to apocrine-type carcinoma, and overexpression of human epidermal growth factor receptor type 2 and p53 was observed in 23 (52%) and 33 (75%), respectively.",11,20,11_20,RESULTS:
178,24731493,24731493_8_22,"To evaluate the efficacy, biological behaviors and safety of aromatase inhibitors in early male breast cancer.",8,22,8_22,OBJECTIVE:
179,24731493,24731493_9_22,A total of 12 male breast cancer patients of stages I and II took aromatase inhibitors.,9,22,9_22,METHODS:
180,24731493,24731493_13_22,"Their 5-year disease-free survival rates were 69.4%, 77.0% and 5-year overall survival rates 75.0%, 83.4% respectively.",13,22,13_22,RESULTS:
181,24731493,24731493_18_22,The efficacy of aromatase inhibitors and tamoxifen in early male breast cancer patients is comparable.,18,22,18_22,CONCLUSIONS:
182,14756547,14756547_6_18,"1 (TFF1/pS2), a peptide consisting of 60 amino acids, is the most abundant estrogen-induced messenger RNA in MCF-7 breast cancer cells and is also expressed by colorectal carcinomas.",6,18,6_18,BACKGROUND:
183,14756547,14756547_8_18,Cytosolic TFF1 levels were examined by immunoradiometric assay in 178 patients with resectable colorectal cancer.,8,18,8_18,METHODS:
184,14756547,14756547_10_18,There was a wide variability of cytosolic TFF1 levels in tumor-surrounding mucosa samples (0.09-42.5 ng/mg protein) as well as in tumors (0.01-270 ng/mg protein).,10,18,10_18,RESULTS:
185,14756547,14756547_15_18,TFF1 may play an as yet undetermined role in the tumorigenesis of colorectal carcinomas.,15,18,15_18,CONCLUSIONS:
186,37002189,37002189_8_24,We aimed to evaluate recent trends in characteristics and treatments among patients with brain metastases in clinical practice.,8,24,8_24,OBJECTIVE:
187,37002189,37002189_9_24,All newly diagnosed patients with brain metastases during 2016-2021 at a single cancer center were enrolled.,9,24,9_24,METHODS:
188,37002189,37002189_13_24,"A total of 800 brain metastases patients were analyzed; 597 (74.6%) underwent radiotherapy, and 422 (52.7%) underwent systemic therapy.",13,24,13_24,RESULTS:
189,24867540,24867540_17_30,The phase 2 dose was established at 5 daily doses of 5 GyE.,17,30,17_30,RESULTS:
190,24867540,24867540_25_30,This study met the primary endpoint by showing a rate of 4.1% grade 3 toxicity for neoadjuvant short-course proton-based chemoradiation.,25,30,25_30,CONCLUSIONS:
191,32345809,32345809_6_14,The aim of this study was to evaluate the diagnostic ability of support vector machine (SVM) for early breast cancer (BC) using dedicated breast positron emission tomography (dbPET).,6,14,6_14,OBJECTIVE:
192,32345809,32345809_7_14,We evaluated 116 abnormal fluorodeoxyglucose (FDG) uptakes less than 2 cm on dbPET images in 105 women.,7,14,7_14,METHODS:
193,32345809,32345809_10_14,"Age, maximum standardized uptake value, peak standardized uptake value, total lesion glycolysis, metabolic tumor volume, and lesion-to-contralateral background ratio were significantly different between BC and noncancer groups.",10,14,10_14,RESULTS:
194,32134997,32134997_15_30,To investigate that whether an association between marital status and the female breast cancer risk exists.,15,30,15_30,OBJECTIVE:
195,32134997,32134997_16_30,"The MEDLINE, EMBASE and PsycINFO databases were searched from their inception to July 2019.",16,30,16_30,METHODS:
196,32134997,32134997_20_30,Forty-nine publications were included in the meta-analysis.,20,30,20_30,RESULTS:
197,32134997,32134997_26_30,Marital status may correlate with the risk of developing female breast cancer.,26,30,26_30,CONCLUSIONS:
198,25038531,25038531_11_21,To study physicians' beliefs about the effectiveness of different tests for cancer screening.,11,21,11_21,OBJECTIVE:
199,25038531,25038531_12_21,"Data were examined from the Women's Health Survey of 1574 Family Medicine, Internal Medicine, and Obstetrics-Gynecology physicians to questions about their level of agreement about the clinical effectiveness of different tests for breast, cervical, ovarian, and colorectal cancer screening among average risk women.",12,21,12_21,METHODS:
200,25038531,25038531_15_21,"There were 1574 respondents, representing a 62% response rate.",15,21,15_21,RESULTS:
201,32154959,32154959_19_29,To investigate the relationships between self-reported and objectively measured cognitive function prior to systemic therapy and subsequent well-being outcomes over 24 months in older breast cancer survivors.,19,29,19_29,OBJECTIVE:
202,32154959,32154959_20_29,Data were from 397 women aged 60 to 98 diagnosed with non-metastatic breast cancer in the Thinking and Living with Cancer Study recruited from 2010-2016.,20,29,20_29,METHODS:
203,32154959,32154959_24_29,"At baseline, older survivors in the lowest APE, LM, and FACT-Cog score quartiles experienced poorer global well-being than those in the highest quartiles.",24,29,24_29,RESULTS:
204,34537490,34537490_9_23,refers to the proportion of glandular and fatty tissue in the breast and is recognized as a useful factor assessing breast cancer risk.,9,23,9_23,OBJECTIVE:
205,34537490,34537490_14_23,"First, a U-Net architecture was used to perform segmentation of the fatty and glandular tissues with labelled data from a single acquisition device.",14,23,14_23,METHODS:
206,34537490,34537490_17_23,"The adversarial training was found to improve the generalization of the initial model on new domain data, demonstrating clearly improved segmentation of the breast tissues.",17,23,17_23,RESULTS:
207,34537490,34537490_19_23,Results demonstrated the potential for adversarial-based domain adaptation with U-Net architectures for segmentation of breast tissue in mammograms coming from several devices and demonstrated that domain-adapted models could achieve a similar agreement with manual segmentations.,19,23,19_23,CONCLUSIONS:
208,21712732,21712732_6_16,implicated in the etiology of postmenopausal breast cancer (PBC).,6,16,6_16,OBJECTIVE:
209,21712732,21712732_9_16,"In a case-control study, we studied 102 postmenopausal women with pathologically confirmed, incident invasive breast cancer and 102 control women matched on age and time of diagnosis between 2003 and 2010 at Army Share Fund Hospital, Veterans' Hospital (NIMTS).",9,16,9_16,METHODS:
210,21712732,21712732_11_16,The mean serum visfatin level was significantly higher in case than in control participants (P < 0.001).,11,16,11_16,RESULTS:
211,22419450,22419450_8_16,"N = 329 breast cancer patients undergoing inpatient rehabilitation in Germany were surveyed using questionnaires at the beginning of rehabilitation, end of rehabilitation, and 6 months after rehabilitation.",8,16,8_16,METHODS:
212,22419450,22419450_10_16,"Even after comprehensive adjustment for sociodemographic, medical, psychological variables, and center effects, aspects of the physician-patient relationship were statistically and clinically relevant predictors of HRQOL after rehabilitation.",10,16,10_16,RESULTS:
213,22419450,22419450_13_16,"By taking into consideration the patient's communication and participation needs, physicians can contribute to an improved HRQOL after rehabilitation.",13,16,13_16,CONCLUSIONS:
214,25069458,25069458_8_23,Androgen receptor (AR) plays an important role in male breast cancer (MBC).,8,23,8_23,OBJECTIVE:
215,25069458,25069458_11_23,AR protein levels and other tumour characteristics (e.g.,11,23,11_23,METHODS:
216,25069458,25069458_15_23,"High expression of AR was not correlated with T-stage, histological grade, HER2 status and the status of other sex hormone receptors, but was associated with lymph node metastases (P=0.032).",15,23,15_23,RESULTS:
217,25069458,25069458_19_23,AR expression correlates strongly with both OS and DFS in patients with MBC.,19,23,19_23,CONCLUSIONS:
218,26518668,26518668_7_14,"Patients with HER2-positive breast cancer, who received paclitaxel (P) followed by epirubicin at 75 mg/m2, fluorouracil, and cyclophosphamide (FEC75) and concurrent trastuzumab (Trastuzumab Group) show good cardiac tolerability.",7,14,7_14,BACKGROUND:
219,26518668,26518668_9_14,"assessed LVEF, at the time of initiation, after P, after FEC, and after 1 year, and compared them between 49 patients in Trastuzumab Group and 45 patients in Standard Group.",9,14,9_14,METHODS:
220,26518668,26518668_10_14,"In Trastuzumab Group, LVEF was reduced from the initial level (63.1%) to 60.4 at ``After FEC'' (p= 0.007), but had recovered to 60.9% at ``After 1 year''.",10,14,10_14,RESULTS:
221,23691457,23691457_6_16,To diagnose and explore the serological diagnostic factors for liver metastasis in patients with breast cancer before symptoms occur.,6,16,6_16,OBJECTIVE:
